rank,account_id,segment_name,arr,rsam_score,risk_adj_clv,propensity_score,churn_prob_6m,composite_score,final_tier,action_tags,shap_driver_1,shap_driver_2,shap_driver_3,contract_end_days,health_score,nps_score
8141,ACC-02500,At-Risk Dormant,12191.62,6001.37,40024.56,0.3371,0.12,0.18729,Tier 5 — Monitor,📅 Renewal Window,,,,75,46.16,6
8142,ACC-00479,Loyal Mid-Market,6325.23,24548.7,65205.78,0.3086,0.12,0.187283,Tier 5 — Monitor,👀 Monitor,,,,103,43.65,5
8143,ACC-05756,Early-Stage Potential,6614.9,1146.06,16049.71,0.3741,0.12,0.187278,Tier 5 — Monitor,👀 Monitor,num_products,tenure_months,peak_feature_adoption,158,50.62,2
8144,ACC-03497,Early-Stage Potential,3336.6,3999.02,15277.69,0.3556,0.12,0.18725,Tier 5 — Monitor,👀 Monitor,,,,340,58.02,3
8145,ACC-03671,Early-Stage Potential,35873.87,0.0,69977.96,0.3703,0.12,0.187215,Tier 5 — Monitor,👀 Monitor,,,,251,50.25,2
8146,ACC-07452,Early-Stage Potential,15275.37,0.0,14664.36,0.3556,0.52,0.187211,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,185,57.55,4
8147,ACC-08901,Early-Stage Potential,15881.82,7680.66,62204.89,0.4024,0.12,0.18721,Tier 5 — Monitor,👀 Monitor,,,,212,36.43,2
8148,ACC-08767,Early-Stage Potential,6211.62,6385.63,12093.37,0.3595,0.52,0.187204,Tier 5 — Monitor,⚠️ Churn Risk,,,,340,55.67,4
8149,ACC-03486,Early-Stage Potential,8201.07,636.17,8483.74,0.3703,0.52,0.187184,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,335,56.87,4
8150,ACC-08601,Early-Stage Potential,12726.28,787.66,28739.69,0.3621,0.12,0.187172,Tier 5 — Monitor,➕ Cross-Sell,,,,340,57.09,4
8151,ACC-01196,Early-Stage Potential,59458.95,0.0,57080.59,0.3638,0.52,0.187154,Tier 5 — Monitor,⚠️ Churn Risk,,,,160,50.26,3
8152,ACC-05058,Early-Stage Potential,4581.83,1753.75,6082.17,0.4286,0.52,0.187117,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,100,31.9,1
8153,ACC-09578,Early-Stage Potential,9861.61,9914.32,18984.89,0.3685,0.52,0.187116,Tier 5 — Monitor,⚠️ Churn Risk,,,,261,49.09,1
8154,ACC-03258,Early-Stage Potential,16445.86,2872.97,49301.62,0.4372,0.12,0.187081,Tier 5 — Monitor,➕ Cross-Sell,,,,321,33.52,1
8155,ACC-00772,Early-Stage Potential,7683.06,5717.48,25157.28,0.3633,0.12,0.187056,Tier 5 — Monitor,👀 Monitor,tenure_months,num_products,users_per_login,199,51.1,2
8156,ACC-06960,Loyal Mid-Market,2186.26,17885.19,39741.5,0.3494,0.12,0.187053,Tier 5 — Monitor,👀 Monitor,,,,354,48.18,5
8157,ACC-02565,Early-Stage Potential,9213.17,271.37,25039.16,0.4329,0.12,0.187044,Tier 5 — Monitor,👀 Monitor,tenure_months,num_products,contract_end_days,231,37.09,3
8158,ACC-07277,Early-Stage Potential,20491.58,1457.75,21071.37,0.3518,0.52,0.187034,Tier 5 — Monitor,⚠️ Churn Risk,,,,112,52.39,1
8159,ACC-04447,Early-Stage Potential,23948.67,345.68,64137.08,0.3834,0.12,0.187027,Tier 5 — Monitor,➕ Cross-Sell,,,,174,44.7,4
8160,ACC-04700,Early-Stage Potential,7353.22,5897.87,32262.01,0.4204,0.12,0.187024,Tier 5 — Monitor,👀 Monitor,,,,275,36.88,3
8161,ACC-01398,Loyal Mid-Market,703.84,39324.18,105673.92,0.2233,0.12,0.187022,Tier 5 — Monitor,⭐ Promoter,,,,276,60.27,9
8162,ACC-01600,Early-Stage Potential,20940.92,0.0,42077.29,0.4398,0.12,0.187005,Tier 5 — Monitor,👀 Monitor,,,,347,35.65,1
8163,ACC-01598,Early-Stage Potential,15160.95,0.0,14554.51,0.4124,0.52,0.187004,Tier 5 — Monitor,⚠️ Churn Risk,health_score,contract_end_days,arr_utilization,267,44.42,4
8164,ACC-05062,At-Risk Dormant,46266.8,1317.87,45681.29,0.387,0.52,0.186977,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk | ➕ Cross-Sell,,,,82,36.65,3
8165,ACC-05646,Early-Stage Potential,27220.94,0.0,52699.74,0.3766,0.12,0.186963,Tier 5 — Monitor,👀 Monitor,,,,109,43.42,0
8166,ACC-06643,Early-Stage Potential,39278.67,0.0,103695.69,0.3767,0.12,0.186939,Tier 5 — Monitor,👀 Monitor,,,,159,42.23,0
8167,ACC-02112,At-Risk Dormant,5890.38,7646.96,27995.22,0.2958,0.12,0.186938,Tier 5 — Monitor,📅 Renewal Window,,,,64,54.05,4
8168,ACC-07709,Early-Stage Potential,61313.76,0.0,124998.32,0.3362,0.12,0.186907,Tier 5 — Monitor,👀 Monitor,arr_utilization,num_products,tenure_months,265,54.17,1
8169,ACC-05009,At-Risk Dormant,11791.76,12459.22,23280.92,0.3822,0.52,0.186901,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,71,30.24,0
8170,ACC-00200,Early-Stage Potential,22697.47,0.0,21789.57,0.423,0.52,0.186901,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,166,37.94,3
8171,ACC-01446,Early-Stage Potential,3542.49,6820.53,9948.49,0.3617,0.52,0.186894,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,114,47.35,0
8172,ACC-01095,Early-Stage Potential,13542.59,0.0,13000.89,0.4105,0.52,0.186875,Tier 5 — Monitor,⚠️ Churn Risk,,,,153,41.42,0
8173,ACC-06708,Loyal Mid-Market,12599.64,24673.36,71067.19,0.3196,0.12,0.186862,Tier 5 — Monitor,👀 Monitor,,,,303,47.91,6
8174,ACC-08393,Early-Stage Potential,25735.39,4659.08,80241.4,0.3858,0.12,0.186855,Tier 5 — Monitor,➕ Cross-Sell,num_products,arr,logins_per_user,357,43.32,4
8175,ACC-05519,Growth-Stage Expanding,47635.94,3907.65,96764.48,0.3647,0.12,0.186834,Tier 5 — Monitor,👀 Monitor,,,,228,45.83,6
8176,ACC-07650,Early-Stage Potential,2416.61,12123.39,36253.09,0.3853,0.12,0.186834,Tier 5 — Monitor,➕ Cross-Sell,,,,314,42.15,3
8177,ACC-01380,Early-Stage Potential,13321.79,3953.13,41298.55,0.3815,0.12,0.186832,Tier 5 — Monitor,👀 Monitor,contract_end_days,support_tickets_l90d,num_products,341,48.41,1
8178,ACC-01392,Early-Stage Potential,1652.61,12096.89,35290.36,0.4196,0.12,0.186832,Tier 5 — Monitor,👀 Monitor,,,,223,31.48,0
8179,ACC-02508,Early-Stage Potential,1197.94,4634.71,10949.85,0.3633,0.12,0.186823,Tier 5 — Monitor,👀 Monitor,,,,201,53.04,4
8180,ACC-03165,Early-Stage Potential,3236.74,2282.69,5298.64,0.3456,0.52,0.186778,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,194,59.57,4
8181,ACC-06141,Early-Stage Potential,49683.06,0.0,89628.24,0.3741,0.12,0.186772,Tier 5 — Monitor,👀 Monitor,,,,216,46.23,0
8182,ACC-06297,Early-Stage Potential,1911.37,12394.16,13733.31,0.4065,0.52,0.186743,Tier 5 — Monitor,⚠️ Churn Risk,arr,num_products,health_score,261,37.56,2
8183,ACC-02473,Early-Stage Potential,15037.94,0.0,33524.58,0.3986,0.12,0.186742,Tier 5 — Monitor,➕ Cross-Sell,num_products,contract_end_days,arr_utilization,364,47.38,3
8184,ACC-03859,Early-Stage Potential,5773.05,10994.25,16096.6,0.3729,0.52,0.186683,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,186,45.18,4
8185,ACC-08251,Early-Stage Potential,25378.1,0.0,47643.16,0.3725,0.12,0.186676,Tier 5 — Monitor,➕ Cross-Sell,,,,311,52.34,2
8186,ACC-03968,Early-Stage Potential,14407.05,8071.94,47145.89,0.3513,0.12,0.186666,Tier 5 — Monitor,👀 Monitor,,,,181,49.73,0
8187,ACC-08026,Loyal Mid-Market,1984.25,17499.67,51437.58,0.3333,0.12,0.186657,Tier 5 — Monitor,👀 Monitor,,,,297,50.62,6
8188,ACC-00314,Growth-Stage Expanding,65919.92,0.0,163393.51,0.3755,0.12,0.186617,Tier 5 — Monitor,👀 Monitor,,,,317,40.68,5
8189,ACC-04414,Early-Stage Potential,30803.63,0.0,29571.48,0.3698,0.52,0.186547,Tier 5 — Monitor,⚠️ Churn Risk,login_growth,arr,num_products,151,50.32,4
8190,ACC-01804,Early-Stage Potential,3669.64,11857.19,14905.77,0.3724,0.52,0.186544,Tier 5 — Monitor,⚠️ Churn Risk,,,,280,47.05,0
8191,ACC-09812,Early-Stage Potential,32083.24,0.0,30799.91,0.3896,0.52,0.186543,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,login_growth,peak_feature_adoption,users_per_login,327,49.48,2
8192,ACC-06113,Early-Stage Potential,29788.36,0.0,28596.83,0.4171,0.52,0.186516,Tier 5 — Monitor,⚠️ Churn Risk,,,,324,42.32,1
8193,ACC-00521,Early-Stage Potential,1375.74,2979.81,11498.63,0.3664,0.12,0.18651,Tier 5 — Monitor,👀 Monitor,,,,319,55.37,2
8194,ACC-06115,Early-Stage Potential,21630.71,6038.69,53973.75,0.3731,0.12,0.186508,Tier 5 — Monitor,👀 Monitor,,,,325,47.64,1
8195,ACC-04098,Early-Stage Potential,10852.27,1370.01,32266.79,0.4592,0.12,0.186483,Tier 5 — Monitor,👀 Monitor,,,,200,27.41,0
8196,ACC-04988,Early-Stage Potential,21564.13,0.0,49655.0,0.4321,0.12,0.186471,Tier 5 — Monitor,👀 Monitor,,,,269,35.51,1
8197,ACC-04868,Early-Stage Potential,16598.17,0.0,15934.24,0.4442,0.52,0.186452,Tier 5 — Monitor,⚠️ Churn Risk,,,,324,36.26,0
8198,ACC-09824,Early-Stage Potential,9434.09,1911.05,21132.19,0.4294,0.12,0.186451,Tier 5 — Monitor,👀 Monitor,,,,259,37.45,2
8199,ACC-09023,Early-Stage Potential,1103.83,3079.1,9754.64,0.3892,0.12,0.186437,Tier 5 — Monitor,➕ Cross-Sell,,,,272,48.66,3
8200,ACC-03831,Early-Stage Potential,18001.28,0.0,33002.35,0.3556,0.12,0.186435,Tier 5 — Monitor,👀 Monitor,,,,244,56.9,3
8201,ACC-00502,Early-Stage Potential,1275.98,2985.56,8062.83,0.3789,0.12,0.186433,Tier 5 — Monitor,👀 Monitor,arr,support_tickets_l90d,num_products,216,50.4,1
8202,ACC-03330,Early-Stage Potential,20238.0,1597.44,49959.48,0.3907,0.12,0.186423,Tier 5 — Monitor,➕ Cross-Sell,,,,240,44.82,4
8203,ACC-02019,Early-Stage Potential,15955.92,0.0,15317.68,0.3271,0.52,0.186418,Tier 5 — Monitor,⚠️ Churn Risk,,,,181,64.31,4
8204,ACC-00855,Early-Stage Potential,42922.75,0.0,41205.84,0.4458,0.52,0.186403,Tier 5 — Monitor,⚠️ Churn Risk,health_score,num_products,arr,164,29.58,0
8205,ACC-08308,Loyal Mid-Market,10171.03,15338.43,46767.36,0.3719,0.12,0.18639,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,avg_storage_gb,num_products,238,40.96,6
8206,ACC-04696,Early-Stage Potential,3511.86,7100.88,25994.14,0.4103,0.12,0.186379,Tier 5 — Monitor,👀 Monitor,,,,239,38.17,2
8207,ACC-04058,Early-Stage Potential,991.84,3035.33,10395.45,0.4192,0.12,0.186378,Tier 5 — Monitor,➕ Cross-Sell,arr,health_score,num_products,174,37.97,2
8208,ACC-05253,Early-Stage Potential,25518.59,0.0,57263.71,0.3446,0.12,0.186374,Tier 5 — Monitor,➕ Cross-Sell,,,,99,49.88,2
8209,ACC-08470,Early-Stage Potential,15335.85,3143.6,48785.75,0.3509,0.12,0.186363,Tier 5 — Monitor,👀 Monitor,,,,200,53.38,2
8210,ACC-09905,Early-Stage Potential,9357.39,9778.87,35925.16,0.4036,0.12,0.186312,Tier 5 — Monitor,➕ Cross-Sell,,,,206,36.34,3
8211,ACC-08001,Early-Stage Potential,6908.9,10073.63,16303.24,0.4046,0.52,0.186285,Tier 5 — Monitor,⚠️ Churn Risk,health_score,num_products,peak_feature_adoption,103,31.55,0
8212,ACC-09993,Early-Stage Potential,53339.94,0.0,100136.85,0.4381,0.12,0.186261,Tier 5 — Monitor,👀 Monitor,,,,211,27.7,1
8213,ACC-09897,Early-Stage Potential,6128.32,10651.27,38391.72,0.3833,0.12,0.186231,Tier 5 — Monitor,👀 Monitor,,,,182,40.05,0
8214,ACC-08848,Loyal Mid-Market,14684.92,23573.0,74067.33,0.3287,0.12,0.186229,Tier 5 — Monitor,👀 Monitor,,,,180,42.58,6
8215,ACC-03386,Early-Stage Potential,10752.03,0.0,21131.33,0.3703,0.12,0.186196,Tier 5 — Monitor,👀 Monitor,,,,139,49.99,2
8216,ACC-04984,Early-Stage Potential,21504.59,0.0,20644.41,0.3513,0.52,0.186184,Tier 5 — Monitor,⚠️ Churn Risk,,,,185,57.35,3
8217,ACC-03866,Early-Stage Potential,21394.43,0.0,56481.3,0.3741,0.12,0.186181,Tier 5 — Monitor,➕ Cross-Sell,,,,283,50.3,4
8218,ACC-04660,Early-Stage Potential,17214.66,0.0,16526.07,0.4592,0.52,0.18618,Tier 5 — Monitor,⚠️ Churn Risk,,,,329,32.07,1
8219,ACC-09751,Early-Stage Potential,1337.33,4429.03,5535.72,0.35,0.52,0.186179,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,total_api_calls,num_products,arr,130,53.28,1
8220,ACC-05008,Early-Stage Potential,7682.73,786.99,8130.94,0.4605,0.52,0.186157,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,207,29.69,0
8221,ACC-03035,Early-Stage Potential,1820.12,4416.13,16463.67,0.3693,0.12,0.186141,Tier 5 — Monitor,👀 Monitor,,,,213,50.91,3
8222,ACC-08149,Early-Stage Potential,2367.34,4049.46,16469.74,0.3479,0.12,0.186085,Tier 5 — Monitor,👀 Monitor,,,,126,52.68,2
8223,ACC-08306,Growth-Stage Expanding,122662.73,13565.21,287713.39,0.2697,0.12,0.186082,Tier 5 — Monitor,📅 Renewal Window,,,,67,32.85,2
8224,ACC-08331,Early-Stage Potential,40787.63,0.0,39156.12,0.4271,0.52,0.186052,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,339,38.49,1
8225,ACC-05977,Early-Stage Potential,13725.87,0.0,13176.84,0.3918,0.52,0.186012,Tier 5 — Monitor,⚠️ Churn Risk,,,,298,49.77,2
8226,ACC-03098,Early-Stage Potential,69684.29,0.0,163525.8,0.3028,0.12,0.185952,Tier 5 — Monitor,👀 Monitor,,,,229,57.94,3
8227,ACC-03885,Early-Stage Potential,3452.87,11723.27,14569.1,0.3518,0.52,0.185938,Tier 5 — Monitor,⚠️ Churn Risk,,,,242,51.47,3
8228,ACC-03533,Early-Stage Potential,4257.16,2020.77,6026.8,0.3908,0.52,0.185931,Tier 5 — Monitor,⚠️ Churn Risk,,,,360,50.05,3
8229,ACC-04187,Growth-Stage Expanding,99268.32,217.83,194064.34,0.3556,0.12,0.185917,Tier 5 — Monitor,➕ Cross-Sell,,,,298,42.15,1
8230,ACC-01035,Early-Stage Potential,20300.21,6189.97,69934.05,0.3701,0.12,0.185915,Tier 5 — Monitor,👀 Monitor,arr,peak_feature_adoption,contract_end_days,191,43.63,4
8231,ACC-09633,Early-Stage Potential,29336.17,0.0,28162.72,0.4103,0.52,0.1859,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,260,42.73,3
8232,ACC-00943,Early-Stage Potential,20709.09,1454.04,47133.59,0.4239,0.12,0.185882,Tier 5 — Monitor,👀 Monitor,,,,332,37.42,1
8233,ACC-07365,Early-Stage Potential,20065.19,1621.13,20818.86,0.4393,0.52,0.18587,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,149,30.97,0
8234,ACC-06126,Early-Stage Potential,16693.07,2725.91,51266.13,0.4232,0.12,0.185851,Tier 5 — Monitor,👀 Monitor,,,,221,34.42,1
8235,ACC-01399,Early-Stage Potential,7741.61,794.08,8194.26,0.4124,0.52,0.185842,Tier 5 — Monitor,⚠️ Churn Risk,,,,296,44.08,0
8236,ACC-08724,Early-Stage Potential,6102.17,6074.44,25181.23,0.34,0.12,0.185738,Tier 5 — Monitor,👀 Monitor,,,,188,55.68,4
8237,ACC-01709,Early-Stage Potential,2200.48,4314.27,16625.66,0.3481,0.12,0.185736,Tier 5 — Monitor,➕ Cross-Sell,,,,341,58.54,4
8238,ACC-03942,Early-Stage Potential,13824.7,386.01,25844.53,0.3924,0.12,0.185728,Tier 5 — Monitor,👀 Monitor,,,,126,42.12,4
8239,ACC-03854,Loyal Mid-Market,29668.85,9431.79,76272.34,0.3602,0.12,0.185673,Tier 5 — Monitor,👀 Monitor,,,,277,45.41,5
8240,ACC-02800,Early-Stage Potential,7732.92,10104.96,17124.36,0.4083,0.52,0.185663,Tier 5 — Monitor,⚠️ Churn Risk,,,,142,33.37,2
8241,ACC-03916,Early-Stage Potential,24598.84,0.0,63858.59,0.3918,0.12,0.185644,Tier 5 — Monitor,👀 Monitor,,,,268,44.24,0
8242,ACC-07958,At-Risk Dormant,33884.3,0.0,32528.93,0.3171,0.52,0.185625,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,32,32.83,2
8243,ACC-06816,Early-Stage Potential,19087.74,0.0,45632.43,0.4171,0.12,0.185625,Tier 5 — Monitor,👀 Monitor,,,,324,40.04,4
8244,ACC-07909,Early-Stage Potential,6460.07,1222.9,7375.67,0.4476,0.52,0.185615,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,273,33.98,1
8245,ACC-05283,Early-Stage Potential,993.97,4731.03,5496.01,0.3647,0.52,0.185552,Tier 5 — Monitor,⚠️ Churn Risk,,,,244,53.27,3
8246,ACC-09840,Early-Stage Potential,2651.76,4215.5,15108.02,0.414,0.12,0.185504,Tier 5 — Monitor,👀 Monitor,total_api_calls,num_products,health_score,302,40.57,2
8247,ACC-08655,Early-Stage Potential,25854.99,0.0,24820.79,0.3388,0.52,0.185482,Tier 5 — Monitor,⚠️ Churn Risk,login_growth,peak_feature_adoption,tenure_months,298,62.36,2
8248,ACC-06867,Early-Stage Potential,4932.82,6675.03,29112.51,0.4225,0.12,0.185471,Tier 5 — Monitor,👀 Monitor,num_products,arr,avg_storage_gb,349,35.91,1
8249,ACC-04748,Loyal Mid-Market,10530.91,48067.85,103993.25,0.2308,0.12,0.185456,Tier 5 — Monitor,👀 Monitor,,,,129,46.21,6
8250,ACC-07393,Early-Stage Potential,49027.1,0.0,47066.02,0.4065,0.52,0.185454,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,146,37.8,3
8251,ACC-05663,Early-Stage Potential,8163.88,5490.18,27635.78,0.3896,0.12,0.185436,Tier 5 — Monitor,➕ Cross-Sell,tenure_months,max_storage_gb,num_products,180,42.12,4
8252,ACC-06247,Early-Stage Potential,3390.36,11378.8,30759.24,0.3809,0.12,0.185427,Tier 5 — Monitor,👀 Monitor,,,,163,39.5,3
8253,ACC-06095,Early-Stage Potential,2504.47,2547.2,4849.6,0.4182,0.52,0.185416,Tier 5 — Monitor,⚠️ Churn Risk,,,,193,39.07,2
8254,ACC-07632,At-Risk Dormant,21095.22,7901.3,57413.07,0.2669,0.12,0.185386,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,44,48.82,9
8255,ACC-00831,Early-Stage Potential,9518.88,158.82,25549.08,0.3741,0.12,0.185329,Tier 5 — Monitor,➕ Cross-Sell,,,,139,47.8,3
8256,ACC-09836,Growth-Stage Expanding,78372.11,6273.43,173805.54,0.3488,0.12,0.185304,Tier 5 — Monitor,👀 Monitor,,,,302,41.45,3
8257,ACC-07509,At-Risk Dormant,6002.79,4095.3,9694.15,0.3372,0.52,0.1853,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,health_score,num_products,arr,37,31.81,1
8258,ACC-00237,Early-Stage Potential,6900.58,10154.31,42273.4,0.34,0.12,0.185256,Tier 5 — Monitor,👀 Monitor,,,,170,50.29,2
8259,ACC-02629,At-Risk Dormant,21651.9,17801.43,72909.77,0.3542,0.12,0.185246,Tier 5 — Monitor,📅 Renewal Window,health_score,tenure_months,max_storage_gb,85,31.13,1
8260,ACC-03589,Early-Stage Potential,3212.34,7167.06,22682.4,0.4334,0.12,0.18523,Tier 5 — Monitor,👀 Monitor,,,,291,32.38,0
8261,ACC-06758,Early-Stage Potential,1347.26,4440.93,12734.0,0.3184,0.12,0.185202,Tier 5 — Monitor,➕ Cross-Sell,,,,263,65.2,2
8262,ACC-02424,Growth-Stage Expanding,60180.38,0.0,57773.16,0.3638,0.52,0.18519,Tier 5 — Monitor,⚠️ Churn Risk,,,,140,47.57,2
8263,ACC-01194,Loyal Mid-Market,695.92,15889.66,32109.72,0.2373,0.12,0.185147,Tier 5 — Monitor,👀 Monitor,health_score,contract_end_days,arr,361,78.64,6
8264,ACC-07749,Early-Stage Potential,33730.19,0.0,83111.19,0.3857,0.12,0.185139,Tier 5 — Monitor,➕ Cross-Sell,,,,201,42.08,4
8265,ACC-02734,Early-Stage Potential,46409.24,0.0,44552.87,0.4206,0.52,0.185126,Tier 5 — Monitor,⚠️ Churn Risk,,,,133,33.19,2
8266,ACC-09370,At-Risk Dormant,5668.29,22450.92,26994.44,0.3736,0.52,0.185126,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,avg_feature_adoption,health_score,max_storage_gb,76,25.38,0
8267,ACC-05597,Early-Stage Potential,2814.93,7338.4,26506.96,0.4029,0.12,0.185104,Tier 5 — Monitor,➕ Cross-Sell,,,,305,40.12,3
8268,ACC-04667,Early-Stage Potential,1744.65,4462.77,13747.34,0.3703,0.12,0.185036,Tier 5 — Monitor,➕ Cross-Sell,,,,262,51.15,0
8269,ACC-02460,Early-Stage Potential,3789.25,7080.58,10435.02,0.3705,0.52,0.18494,Tier 5 — Monitor,⚠️ Churn Risk,,,,293,50.12,1
8270,ACC-09454,Early-Stage Potential,7552.95,10057.33,16905.86,0.4064,0.52,0.184934,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,134,32.84,1
8271,ACC-05960,Early-Stage Potential,23577.75,0.0,58787.19,0.396,0.12,0.18493,Tier 5 — Monitor,👀 Monitor,num_products,arr,health_score,158,39.75,3
8272,ACC-04047,Early-Stage Potential,16987.73,0.0,44847.61,0.4347,0.12,0.184914,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,health_score,nps_score,355,35.24,1
8273,ACC-07714,Early-Stage Potential,37771.89,0.0,93623.92,0.3789,0.12,0.184887,Tier 5 — Monitor,➕ Cross-Sell,,,,205,42.83,0
8274,ACC-09783,Early-Stage Potential,4208.31,6892.7,23933.82,0.3647,0.12,0.184884,Tier 5 — Monitor,👀 Monitor,,,,345,51.13,4
8275,ACC-04518,Early-Stage Potential,74949.74,0.0,165988.69,0.3196,0.12,0.184865,Tier 5 — Monitor,👀 Monitor,arr_utilization,num_products,peak_feature_adoption,103,45.64,2
8276,ACC-08540,Early-Stage Potential,20654.23,0.0,19828.06,0.387,0.52,0.184861,Tier 5 — Monitor,⚠️ Churn Risk,,,,152,45.44,0
8277,ACC-09978,Early-Stage Potential,1274.6,7805.11,23970.46,0.3955,0.12,0.184855,Tier 5 — Monitor,➕ Cross-Sell,,,,281,41.47,0
8278,ACC-07760,Early-Stage Potential,6466.74,5717.84,21802.27,0.3287,0.12,0.184844,Tier 5 — Monitor,👀 Monitor,,,,121,54.82,4
8279,ACC-02469,Early-Stage Potential,7239.47,5772.31,30534.33,0.4514,0.12,0.184844,Tier 5 — Monitor,👀 Monitor,,,,292,27.5,0
8280,ACC-05020,Early-Stage Potential,59797.8,0.0,57405.89,0.415,0.52,0.184832,Tier 5 — Monitor,⚠️ Churn Risk,,,,209,36.72,3
8281,ACC-05867,Early-Stage Potential,562.31,7823.6,8050.47,0.3804,0.52,0.184828,Tier 5 — Monitor,⚠️ Churn Risk,,,,145,42.7,4
8282,ACC-06518,Loyal Mid-Market,11109.45,14313.75,67117.27,0.3371,0.12,0.184775,Tier 5 — Monitor,👀 Monitor,,,,181,46.06,7
8283,ACC-06035,Early-Stage Potential,5318.27,1612.94,6653.98,0.4476,0.52,0.184739,Tier 5 — Monitor,⚠️ Churn Risk,health_score,avg_feature_adoption,nps_score,312,33.71,1
8284,ACC-08924,Loyal Mid-Market,65612.11,0.0,173215.97,0.3196,0.12,0.184705,Tier 5 — Monitor,⭐ Promoter,,,,345,53.49,9
8285,ACC-05190,Early-Stage Potential,6440.62,2788.35,23552.36,0.3729,0.12,0.184696,Tier 5 — Monitor,👀 Monitor,,,,149,46.7,2
8286,ACC-02976,Early-Stage Potential,1433.46,4317.31,15182.06,0.429,0.12,0.184664,Tier 5 — Monitor,➕ Cross-Sell,,,,129,30.22,0
8287,ACC-00333,Early-Stage Potential,3583.95,2229.72,5581.12,0.4186,0.52,0.184638,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,331,41.27,3
8288,ACC-02260,Early-Stage Potential,14626.5,127.68,14164.01,0.4549,0.52,0.184581,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,279,31.44,0
8289,ACC-06604,Early-Stage Potential,29210.52,0.0,64691.56,0.4204,0.12,0.184543,Tier 5 — Monitor,👀 Monitor,,,,251,35.4,1
8290,ACC-04588,Loyal Mid-Market,2391.1,17036.8,49295.06,0.34,0.12,0.184534,Tier 5 — Monitor,👀 Monitor,,,,220,46.23,5
8291,ACC-07568,Early-Stage Potential,16399.67,2585.39,37868.89,0.3196,0.12,0.184476,Tier 5 — Monitor,👀 Monitor,,,,98,55.07,4
8292,ACC-00266,Early-Stage Potential,18510.08,0.0,42351.06,0.3961,0.12,0.184474,Tier 5 — Monitor,👀 Monitor,,,,250,43.89,1
8293,ACC-03821,Early-Stage Potential,4065.69,6947.0,19705.37,0.3768,0.12,0.184463,Tier 5 — Monitor,👀 Monitor,,,,314,47.59,0
8294,ACC-00951,Loyal Mid-Market,8298.56,15534.05,61519.88,0.3446,0.12,0.184439,Tier 5 — Monitor,👀 Monitor,,,,312,46.49,5
8295,ACC-03015,Early-Stage Potential,22415.09,0.0,55559.54,0.4058,0.12,0.184407,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,health_score,users_per_login,117,34.24,1
8296,ACC-07504,Early-Stage Potential,39340.91,0.0,37767.27,0.3537,0.52,0.184401,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,132,50.99,2
8297,ACC-09698,Early-Stage Potential,39873.34,0.0,91815.01,0.3638,0.12,0.18438,Tier 5 — Monitor,👀 Monitor,,,,184,45.92,0
8298,ACC-09413,Early-Stage Potential,53416.34,0.0,141019.14,0.3979,0.12,0.184379,Tier 5 — Monitor,👀 Monitor,,,,247,33.99,0
8299,ACC-06414,Early-Stage Potential,1491.8,12323.29,26746.0,0.3833,0.12,0.184368,Tier 5 — Monitor,👀 Monitor,,,,338,41.86,4
8300,ACC-05588,At-Risk Dormant,62265.6,0.0,164381.18,0.3196,0.12,0.184353,Tier 5 — Monitor,📅 Renewal Window,arr_utilization,avg_feature_adoption,arr,80,41.89,5
8301,ACC-01702,Early-Stage Potential,1307.83,7812.73,18058.69,0.3773,0.12,0.184351,Tier 5 — Monitor,👀 Monitor,,,,299,46.75,0
